original,generated
Q.40時間についてどう思う？ A.,Q.40時間についてどう思う？ A.40時間経って終盤の人もいるんだ
Q.時についてどう思う？ A.,Q.時についてどう思う？ A.あいつなんかピアノ聴くじゃん俺ピアノとか聴けないもんいいじゃねえか必要とされる時に必要とされる場所に行くんだ俺は知り合い集めてバンドやっていいねえ
Q.山崎健太についてどう思う？ A.,Q.山崎健太についてどう思う？ A.俺見たのか今日から俺は劇場版なんで俺山崎健太を育てようとしてるの俺が育てなきゃいけない山崎健太はスターダストクルセイダーズ
Q.活動領域についてどう思う？ A.,Q.活動領域についてどう思う？ A.あのさ活動領域が被ってないから楽でいいんだよな
Q.ポケカコレクターについてどう思う？ A.,Q.ポケカコレクターについてどう思う？ A.本当にこういうことあるんだポケカコレクターが玄関の前に置かれたクワガタをツイッターに投稿したせいで家を特定されて盗まれてたそれってさ普通に犯罪じゃない?
Q.若者についてどう思う？ A.,Q.若者についてどう思う？ A.情勢が変わる気がするまじでyoutubeよりティックトッカーのほうが人集めるだろうな若者がやっぱすごいわやばいよね
Q.左足念についてどう思う？ A.,Q.左足念についてどう思う？ A.俺その表紙に大変だと思ったら左足念座して俺両足念座してるのね
Q.引退についてどう思う？ A.,Q.引退についてどう思う？ A.まだyoutubeやってんの結構みんなもう引退というか第一世も退いちゃったよね
Q.結婚披露宴についてどう思う？ A.,Q.結婚披露宴についてどう思う？ A.2022年3月12日に生配信での結婚披露宴を行います。
Q.肉さばく動画についてどう思う？ A.,Q.肉さばく動画についてどう思う？ A.ホリエモンが肉さばく動画見てほしいわあれだよ
Q.女優についてどう思う？ A.,Q.女優についてどう思う？ A.お前も年取ったね年取りましたCM中は俺が頑張って繋ぐねこの女優さんもね
Q.銘についてどう思う？ A.,Q.銘についてどう思う？ A.座右の銘なりたいものになれるのはなろうとしたものだけ歓喜を愛しています
Q.20についてどう思う？ A.,Q.20についてどう思う？ A.加藤さん20歳から現在までの性欲の推移
Q.大阪杯についてどう思う？ A.,Q.大阪杯についてどう思う？ A.G1がG2に下がることってある大阪杯がG2なのかがG1に上がったんだ
Q.3時間についてどう思う？ A.,Q.3時間についてどう思う？ A.4日は無理だ最初のボス倒すだけで3時間かかるんだ
Q.YouTube配信についてどう思う？ A.,Q.YouTube配信についてどう思う？ A.いや文字でかうわぁ外線しました別にいいかなと思ってあっちぃいやもうTwitchとYouTube配信できないからさ俺の手から離れてしまったからさ
Q.邪魔についてどう思う？ A.,Q.邪魔についてどう思う？ A.クソ邪魔しながらやんべ俺真ん中にいたくらい真ん中でいいだろこういうキャラクターだと思うだろ
Q.後者5割についてどう思う？ A.,Q.後者5割についてどう思う？ A.それがマジでもう、それ、前者5割、後者5割。
Q.仕事についてどう思う？ A.,Q.仕事についてどう思う？ A.お前は今から出るのに俺は仕事が12時起きだぞでも今日。
Q.ライブラリーライズについてどう思う？ A.,Q.ライブラリーライズについてどう思う？ A.ライブラリーライズがバージョンアップしてサンブレイクになるのこれだってるお前にこと好きな新地レスラーがツイッター始めておろすレスラーって優しいからだ応援するね俺のこと好きな奴
Q.物語についてどう思う？ A.,Q.物語についてどう思う？ A.ちなみに今作世にも過等な物語です
Q.なし外出なしについてどう思う？ A.,Q.なし外出なしについてどう思う？ A.俺親がコロナ警察過ぎて2年間外食なし友達と遊びなし外出なしなんだ徹底的にするべきなのかでもさ
Q.両足切断についてどう思う？ A.,Q.両足切断についてどう思う？ A.めちゃくちゃやっぱその辺の強い層がいるんじゃない雀の涙なんだすごいかわいい両足切断しながらモデルやってるかわいらしい女の子いるんだ俺応援してんだよ
Q.需要についてどう思う？ A.,Q.需要についてどう思う？ A.なんとか需要帯とオピオイドK需要帯のC層みたいな感じで糖通コントロール時には依存は生じない。
Q.牛宮城についてどう思う？ A.,Q.牛宮城についてどう思う？ A.全然違うと思う一番高いコースだよ一番高いコースで2万ぐらい牛宮城もそれぐらいの価値があるってことでしょ
Q.知り合いについてどう思う？ A.,Q.知り合いについてどう思う？ A.りゅうがごとくも代理店さんが知り合いの代理店さん。
Q.自慢話についてどう思う？ A.,Q.自慢話についてどう思う？ A.自分もそうだったし自慢話なんかつまんないじゃんだからもうマジで言わないようにしてるずーっと笑顔でいいよほらこのチョコ食べなってチョコ配りおじさんになってる笑顔
Q.前出しについてどう思う？ A.,Q.前出しについてどう思う？ A.これ最終的に前出しでかわせるようになったらでかくないチャンスやばい
Q.結婚披露セレモニーについてどう思う？ A.,Q.結婚披露セレモニーについてどう思う？ A.タケの結婚披露セレモニーの動画見たけど離婚後も幸せだった時の記録が残ってるのって辛くないですか。
Q.イソマルについてどう思う？ A.,Q.イソマルについてどう思う？ A.まだ打ったことないんだけど俺イソマルとヨシキ好きだよまぁでも面白くねえよな
Q.京都水族についてどう思う？ A.,Q.京都水族についてどう思う？ A.海遊館じゃなくて俺どっちかでねえ京都の女と付き合ってたから京都水族館行ってたわあれ京都水族館ってなんだ
Q.量についてどう思う？ A.,Q.量についてどう思う？ A.米の量減らしてるあとなんかねもう 嫁もさ俺も痩せたいよ
Q.東京府中競馬についてどう思う？ A.,Q.東京府中競馬についてどう思う？ A.オープニングないの東京府中競馬場絶対俺の方が遅いだろ今2分45秒俺が使ってたキャラクターなんだっけ
Q.ディープボンドについてどう思う？ A.,Q.ディープボンドについてどう思う？ A.ダービーって2000か親父にポルシェあげた新しい車それでもいいんだけどお父さんにあげるには2400かあーでもディープボンド
Q.無理についてどう思う？ A.,Q.無理についてどう思う？ A.100時間起きてるのって無理だよ人間。
Q.最初ゴリラについてどう思う？ A.,Q.最初ゴリラについてどう思う？ A.だって俺配信始めてからさ一番最初ゴリラちゃんと付き合ってたのね
Q.絶対についてどう思う？ A.,Q.絶対についてどう思う？ A.絶対使うだろう使わないやつがいいおもりって最近ワイワイがやってなかったおもりの実況これ俺持ってんぞってやってるよね
Q.1ナオコインについてどう思う？ A.,Q.1ナオコインについてどう思う？ A.1ナオコインで配りますけど、これ今、シャメ取って、みんなあれしてね
Q.今マサルについてどう思う？ A.,Q.今マサルについてどう思う？ A.今マサルのおかげで漁師の株めちゃくちゃ上がってんだろ俺も見てるぞ漁師のマサルあいつ
Q.深夜についてどう思う？ A.,Q.深夜についてどう思う？ A.これメダルじゃなかったらなと思ったでしょそれよりも深夜で優雅に打てたことのほうがでかかったなすっげー
Q.看板についてどう思う？ A.,Q.看板についてどう思う？ A.サイオリの看板を背負うように頑張ってゲームしています
Q.負け犬についてどう思う？ A.,Q.負け犬についてどう思う？ A.めちゃくちゃハイトされてるこいつらは負け犬だ俺は勝つ俺は勝つために生まれてきたカート11真ん中真ん中うわ
Q.人についてどう思う？ A.,Q.人についてどう思う？ A.それでこの人にはカリスマがあると思ったの。
Q.若干意識についてどう思う？ A.,Q.若干意識についてどう思う？ A.なんだこの黒字してる奴らはあ、北さんブラックだこの世界だと優先思想が正当化されてる背丈も若干意識してんだろうね
Q.伝統感感じについてどう思う？ A.,Q.伝統感感じについてどう思う？ A.かっこよくて持ってたんだから同じ年だからそいつらを見て俺は端っこの方ですごい伝統感感じで頑張ってナンパしてたんだからいいなあ
Q.カジューについてどう思う？ A.,Q.カジューについてどう思う？ A.すごいエッチしたいのにチンポ立たないとか内面は全然衰えてないよまじで性欲ってカジューのジジイも劣れないって言うもんねでもいいじゃん
Q.隣についてどう思う？ A.,Q.隣についてどう思う？ A.隣で吸ってたわけじゃないから。
Q.自分についてどう思う？ A.,Q.自分についてどう思う？ A.別に、自分の経歴を言ってるわけじゃないじゃん!
Q.スーパー戦闘についてどう思う？ A.,Q.スーパー戦闘についてどう思う？ A.ねえあたかもスーパー戦闘行ってきたみたいな感じでさあ。
Q.スパイギアについてどう思う？ A.,Q.スパイギアについてどう思う？ A.これなんかあれじゃねーす スパイギアのチャンピオンのことですよね
Q.44についてどう思う？ A.,Q.44についてどう思う？ A.44で貯金がなくて結婚できないってちゃんと悲惨じゃねえかよおい。
Q.バーチャルユーチューバーについてどう思う？ A.,Q.バーチャルユーチューバーについてどう思う？ A.知的好奇心が半端なくてさおかしいじゃんバーチャルユーチューバーとリップルだけなんで変動してんだ答え教えてくれよ
Q.ウーバーワールドについてどう思う？ A.,Q.ウーバーワールドについてどう思う？ A.ウーバーワールドのファンなんだごめん俺ウーバーワールドあんまり知らないんだ
Q.花野についてどう思う？ A.,Q.花野についてどう思う？ A.出すシーンでしょ今日はだから花野のマネージャーとして来てます
Q.時についてどう思う？ A.,Q.時についてどう思う？ A.やっぱリーダーって言わなきゃいけない時は言わないじゃん。
Q.ジンベイザメについてどう思う？ A.,Q.ジンベイザメについてどう思う？ A.ジンベイザメみたいこんなでかいやついるらしいのほんとにいやカモガシーワールドは正直もう行きまくりすぎて行きたい子供生まれたら風俗行くのやめろよ
Q.沈楼明日についてどう思う？ A.,Q.沈楼明日についてどう思う？ A.ニコ生で没収やるかアプリ用の没下ネタが激しすぎたり沈楼明日やること多すぎ
Q.スイートポテトについてどう思う？ A.,Q.スイートポテトについてどう思う？ A.うちの猫、マルオも和名だけど俺はスイートポテトちゃんって呼んでるみんなはなんて呼んでるかわかんないけどみんなマルオって呼んでいいよ
Q.ステータスについてどう思う？ A.,Q.ステータスについてどう思う？ A.みんなだよね俺はそう信じていくそこまで行くと行くことがステータスになるんだよね
Q.件についてどう思う？ A.,Q.件についてどう思う？ A.突然ゆうたのツイッターをフォローして、DMでツイッチのやり方を聞いてきた件につ、ツイッチ、やればいいじゃん。
Q.地元についてどう思う？ A.,Q.地元についてどう思う？ A.ディーゼルのジーパン履いてたなんかよくわかんない地元のイオンで買ったTシャツにディーゼルの俺は地元で一番早くディーゼル履いたんだから世話になったな
Q.構造についてどう思う？ A.,Q.構造についてどう思う？ A.どういう構造だったかなって分かんないんだよね。
Q.小説についてどう思う？ A.,Q.小説についてどう思う？ A.小説読んでるマニアじゃねえんだよな
Q.日々についてどう思う？ A.,Q.日々についてどう思う？ A.騒がしいるんるん騒がしい日々に全然わかんない沈むように溶けてゆくようにって思いました
Q.とこについてどう思う？ A.,Q.とこについてどう思う？ A.やめようわ3分50やべえとこあんぞ3分58秒え
Q.次上海についてどう思う？ A.,Q.次上海についてどう思う？ A.だるPS5前もPS5起動すんの次上海のめちゃくちゃおもろいおもろそうなステージだったよね
Q.こと崇拝についてどう思う？ A.,Q.こと崇拝についてどう思う？ A.ピアスを開けてアイドルのファンやめたやつがお前のこと崇拝してんだぞ。
Q.こと紹介についてどう思う？ A.,Q.こと紹介についてどう思う？ A.山形のキャバクラで加藤さんのこと紹介したらこの人コムドットバカにしてるから嫌いって言われたおいそのキャバクラ紹介しろ俺が100万使って黙らせるわお前でもあれだろ
Q.バーチャルYouTuberについてどう思う？ A.,Q.バーチャルYouTuberについてどう思う？ A.これでバーチャルYouTuberやったらめちゃくちゃ人気出るでしょ一つテクニックくれよ一日でできんだろ
Q.ゲーム実況についてどう思う？ A.,Q.ゲーム実況についてどう思う？ A.この人はFPS系の多分さ今注目されてるから新しいやつ来たっつって注目されてるときにどういうゲーム実況するんだってみんな思ってると思うんだよ
Q.頭についてどう思う？ A.,Q.頭についてどう思う？ A.いつらは俺は頭がでかいからめちゃくちゃモテたんだからみんなやるよってなんで人気だったんだろうね
Q.視聴についてどう思う？ A.,Q.視聴についてどう思う？ A.喉の渇きを潤すか視聴者から送られてきたやつ
Q.世についてどう思う？ A.,Q.世についてどう思う？ A.西東京大会抽選会見ますあのー世にも奇妙見ません
Q.試みについてどう思う？ A.,Q.試みについてどう思う？ A.怖くないみんな怖くないの 俺なんだろうなんかすげー緊張するんだけど初めての試みだからじゃない変なソワソワするよね
Q.今日リスケについてどう思う？ A.,Q.今日リスケについてどう思う？ A.何も聞かねえでいいから今日リスケしてくれ。
Q.正解についてどう思う？ A.,Q.正解についてどう思う？ A.正解は本当に正解だと思ってるばかりだからその許せないんじゃないノリでさ
Q.側についてどう思う？ A.,Q.側についてどう思う？ A.強いやんお前らまずいねそれ今度は狩られる側かなんかベストめちゃくちゃ弱くなかった?
Q.頭についてどう思う？ A.,Q.頭についてどう思う？ A.なんでそんなどんぐりみたいな頭してるんですか?
Q.日記についてどう思う？ A.,Q.日記についてどう思う？ A.カトさんはジョーの日記とか見ますか?
Q.広場恐怖についてどう思う？ A.,Q.広場恐怖についてどう思う？ A.以前相談させていただいた広場恐怖症の女
Q.最近ニコバレについてどう思う？ A.,Q.最近ニコバレについてどう思う？ A.最近ニコバレあれしてなかったっけなわかんない忘れちゃった
Q.引き出しについてどう思う？ A.,Q.引き出しについてどう思う？ A.そんなの俺、引き出しにないんだけどさ。
Q.メインについてどう思う？ A.,Q.メインについてどう思う？ A.コレ、コレはこれ、コレはパセリがメインのサラダある?
Q.金輪についてどう思う？ A.,Q.金輪についてどう思う？ A.じゃあ僕はもう金輪座YouTuberをやめます
Q.24時についてどう思う？ A.,Q.24時についてどう思う？ A.金曜日の、金曜日の、金曜日の18時から日曜日の24時までの間に50はなめすぎ?
Q.勤務についてどう思う？ A.,Q.勤務についてどう思う？ A.勤務費はマジでシャレにならん。
Q.ドン勝についてどう思う？ A.,Q.ドン勝についてどう思う？ A.アメリカでさアメリカのドン勝はなんて言うのチャンピオンいったいったいったうわあ運がない
Q.こと配信についてどう思う？ A.,Q.こと配信についてどう思う？ A.なんでお前二人ともなんでお前人のこと配信者として認めないのもうテレビで人集めてる俺人集めてるとか集めてないとかあんま関係ないんだよな
Q.一時期後ろについてどう思う？ A.,Q.一時期後ろについてどう思う？ A.俺一時期後ろ借り上げてたのもっと大石さんっぽい髪型か大石さんっぽい髪型か俺たちの時は後ろ長いのがかっこよかったんだからファッション止まってるよね
Q.バーチャルユーチューバーについてどう思う？ A.,Q.バーチャルユーチューバーについてどう思う？ A.バーチャルユーチューバーでもいいらしいしても習ったバーチャルユーチューバー小学校で超重ねえ
Q.高崎群馬についてどう思う？ A.,Q.高崎群馬についてどう思う？ A.最近は県大高崎群馬じゃねえかキサラズ高校頭いい阿波高県道
Q.飯についてどう思う？ A.,Q.飯についてどう思う？ A.タキシードいや、もうそろそろしてない昨日まで正直しんどかったけど飯食ってないよったっていうのもある今日はもうなんかいつも通りだよえ
Q.前鼻についてどう思う？ A.,Q.前鼻についてどう思う？ A.ミャオってさ、前鼻が出た時の犬の名前じゃなかったっけ?
Q.マーについてどう思う？ A.,Q.マーについてどう思う？ A.知らないミオジも知らないマジで知らんマー君って言うのほんと知らんわハンダジョージハンダジョージだよ
Q.ツイート本人情報についてどう思う？ A.,Q.ツイート本人情報についてどう思う？ A.ツイート本人情報の告知などはスタッフが通訳します
Q.獅子神についてどう思う？ A.,Q.獅子神についてどう思う？ A.朝の姿が、あのー、獅子神様で、夜の姿がデイタラボッチ。
Q.塩クリームについてどう思う？ A.,Q.塩クリームについてどう思う？ A.ナオコママの塩クリームもいっぱいもらってたけどその時お洋服とかもいっぱい買いたくて。
Q.女についてどう思う？ A.,Q.女についてどう思う？ A.付き合うときってなんで告白してんすか俺に委ねていいの愛する女に対するさ
Q.飯についてどう思う？ A.,Q.飯についてどう思う？ A.むっちゃ大きかったあの腰抜かしたミャコさんはミャコはミャコはいおいちい全然飯食うときしか俺に寄ってこないやん
Q.一応収益についてどう思う？ A.,Q.一応収益についてどう思う？ A.全配信者が俺のYouTubeを見るのはいいけどあんまり気が引けるんだけど俺一応収益化してるからさTwitch
Q.ハンダジョージについてどう思う？ A.,Q.ハンダジョージについてどう思う？ A.ハンジョウだろあいつハンダジョージって名前なんだ
Q.あとスタッフについてどう思う？ A.,Q.あとスタッフについてどう思う？ A.あとスタッフさんが20人くらいビデオとかにも回ったのかな芸能人の人っていうか
Q.興味についてどう思う？ A.,Q.興味についてどう思う？ A.俺は宗教になんて興味はねーんだよく
Q.100についてどう思う？ A.,Q.100についてどう思う？ A.本当はさプペルじゃなくてさ一番見たいのは100日後に死ぬ割りなんだけどなかなか見せてくれんちゃんとさあれこれ
Q.解についてどう思う？ A.,Q.解についてどう思う？ A.あいつ俺乱解だと思ってるから俺言ったもんおゆーたんお前
Q.風についてどう思う？ A.,Q.風についてどう思う？ A.どういう風に検索したら出てくる?
Q.ゲームについてどう思う？ A.,Q.ゲームについてどう思う？ A.俺もやったことないから分かんないんだけどこれどういうゲームかも分かんないんだけどThe game client is out of dateare now
Q.カート11についてどう思う？ A.,Q.カート11についてどう思う？ A.カート11いる頑張れこんな人間のクズどもに負けるなおい3つに立ってるいや
Q.youtube調子についてどう思う？ A.,Q.youtube調子についてどう思う？ A.俺だけじゃなくてyoutube調子悪いなんかさ画質悪くない?
Q.玉龍についてどう思う？ A.,Q.玉龍についてどう思う？ A.ドラゴンナオコの絵は俺が考えておくから待っててくれ角生えてて玉龍のようなナオコ決めた以上のラインナップとなっております
Q.弱き男についてどう思う？ A.,Q.弱き男についてどう思う？ A.だから俺を自分側の意見に取り入れてトラの胃を借りて社会に発信していこうとする弱き男達だよ。
Q.今最近についてどう思う？ A.,Q.今最近についてどう思う？ A.顎がでかいんじゃない他がちっちゃいあいつ俺今最近気づいた繁盛は顎がちっちゃいわけじゃないんだ
Q.ディープボンドについてどう思う？ A.,Q.ディープボンドについてどう思う？ A.コバ王道やりたいディープボンドってそんな距離長いんだ?
Q.遊びについてどう思う？ A.,Q.遊びについてどう思う？ A.こんなギャラを出さずに遊びなんだからさ出ないのが正解なんだ
Q.腹踊りについてどう思う？ A.,Q.腹踊りについてどう思う？ A.みんながやっぱ分かりやすく投げせん投げれるようにちゃんとチャンピオン取った後に腹踊りの一つ押しなきゃいけないバーチカル付くんだなんか一人だけ俺に構ってくれるやつ
Q.牛についてどう思う？ A.,Q.牛についてどう思う？ A.一頭の牛をこうやってさばくんだよ
Q.大阪についてどう思う？ A.,Q.大阪についてどう思う？ A.おしゃれにしたんだ大阪のおばちゃん
Q.水素爆弾についてどう思う？ A.,Q.水素爆弾についてどう思う？ A.爆発力は水素爆弾の方がデカいんだよね
Q.能力についてどう思う？ A.,Q.能力についてどう思う？ A.一瞬でもちらついただけでさ能力落ちてるじゃん
Q.とこについてどう思う？ A.,Q.とこについてどう思う？ A.僕これだあーこんなとこで落ちんだようわすげー落ちてるどこで落ちてんだろうあー
Q.ことジュピコミックについてどう思う？ A.,Q.ことジュピコミックについてどう思う？ A.俺もジュンのことジュピコミックって呼びたいからそう呼んでいいか。
Q.ナイトサファリについてどう思う？ A.,Q.ナイトサファリについてどう思う？ A.あとシンガポールのナイトサファリあんま面白くなかった王子動物園行った天王寺動物園天王寺動物園行ったうわ
Q.エラビについてどう思う？ A.,Q.エラビについてどう思う？ A.加藤が怒ったやってみようかな多分泣いちゃうと思うフォニアが泣いてるとこ見たい泣くと思うマジでエラビ骨だあれドゥーンって言わないの?はいや
Q.費用についてどう思う？ A.,Q.費用についてどう思う？ A.YouTubeで一人だけじゃない やっぱ俺がそれ任せられるのってモクオしかいなかったわ正直ヨーク来ても結構費用
Q.ホドルルマラソンについてどう思う？ A.,Q.ホドルルマラソンについてどう思う？ A.いやどこにあいたいたいたホドルルマラソンでカート11まずまずの1位付けとります
Q.年一個年についてどう思う？ A.,Q.年一個年についてどう思う？ A.なんでほんまいつも年一個年上にサバイブ37の年じゃん。
Q.流れについてどう思う？ A.,Q.流れについてどう思う？ A.別にツイッチでやってもいいと思うんだよな流れでやりたいな
Q.気分についてどう思う？ A.,Q.気分についてどう思う？ A.今見ると刺激が強すぎる抜きたてのちんこ触られてる気分
Q.ランキングについてどう思う？ A.,Q.ランキングについてどう思う？ A.そういえばランキングでも見ないな。
Q.鎌田についてどう思う？ A.,Q.鎌田についてどう思う？ A.鎌田とかネジに先にやってもらってどうなんだろうってニコ生にも未練はないんですか
Q.仲間についてどう思う？ A.,Q.仲間についてどう思う？ A.おかしいてめえ許さねーぞ俺の仲間にあれワットさんどこ行った思いながらできるまでくっ人のアカウントでゲームするのはバレなきゃいけないでしょ
Q.海魚水族についてどう思う？ A.,Q.海魚水族についてどう思う？ A.どっかに動物園行ったら人形とか買いますかいや特に買わないかも沼津にある深海魚水族館
Q.加藤純一連闘についてどう思う？ A.,Q.加藤純一連闘についてどう思う？ A.ホリエモンが加藤純一連闘読んだ時と同じ顔で言ってたよ。
Q.ターボチャージャーについてどう思う？ A.,Q.ターボチャージャーについてどう思う？ A.めちゃくちゃ重いなんでこんな重いのターボチャージャーあるじゃねえか
Q.10年についてどう思う？ A.,Q.10年についてどう思う？ A.何それ京都水族館って何10年も経ってない俺が行ってた場所じゃねえぞ
Q.ダイヤン予防についてどう思う？ A.,Q.ダイヤン予防についてどう思う？ A.あの変なことは絶対言わないけどまんじゅうさんとかもまだダイヤン予防があるダイヤンも相当売れてると思うけどな売れてない感出してるだけでさめっちゃ売れてないそういう感じするけどね
Q.オバマ大統領についてどう思う？ A.,Q.オバマ大統領についてどう思う？ A.フォロワー数154万人もいるオバマ大統領読めねえよ
Q.髪型についてどう思う？ A.,Q.髪型についてどう思う？ A.もうcoming soonなのすごいねえ片先は髪型いいんじゃないですか
Q.ログインについてどう思う？ A.,Q.ログインについてどう思う？ A.いろんなところからログインして配信できないから俺もできなくてさニコ生でいっかーってニコ生でいっかー!
Q.1年勤務についてどう思う？ A.,Q.1年勤務についてどう思う？ A.BOT1年勤務してんじゃねえかよ
Q.結婚式についてどう思う？ A.,Q.結婚式についてどう思う？ A.結婚式まで毎日10時間やって、ようやくクリアできる。
Q.今についてどう思う？ A.,Q.今についてどう思う？ A.そんで今の俺3人しかいないんだよ
Q.国立についてどう思う？ A.,Q.国立についてどう思う？ A.周りに国立行ってる人とかはもしかしたら多いのかもしんないね。
Q.12月についてどう思う？ A.,Q.12月についてどう思う？ A.俺もな11月と12月飲み行っちまったしストリップも行っちまったからな。
Q.適当についてどう思う？ A.,Q.適当についてどう思う？ A.みんななんか、適当にバロの悪いこと言ってて。
Q.小学についてどう思う？ A.,Q.小学についてどう思う？ A.めちゃくちゃハイカラな小学生いるねちょっとイケてないじゃん
Q.幸せについてどう思う？ A.,Q.幸せについてどう思う？ A.メイプルどうしたらそんなに幸せになりますか?
Q.名前についてどう思う？ A.,Q.名前についてどう思う？ A.名前すら出されなくなっていく同時接続何万人以下がオワコン
Q.今米についてどう思う？ A.,Q.今米についてどう思う？ A.これ今米みたいなものを食べてるけど米じゃないんだってそれでも タバコ吸ってない時みたいにイライラしちゃう
Q.体重8キロについてどう思う？ A.,Q.体重8キロについてどう思う？ A.2週間ジム行き続けたら体重8キロ増やせたぞ 筋肉がついたんだ
Q.好みについてどう思う？ A.,Q.好みについてどう思う？ A.俺あんま好みじゃねえんだよな。
Q.記憶についてどう思う？ A.,Q.記憶についてどう思う？ A.俺なんかツイッチやるときなんかめんどくさかった記憶あるの。
Q.アップデートについてどう思う？ A.,Q.アップデートについてどう思う？ A.managedどうすればいいのアップデートしろってことだよねえっ
Q.嘘についてどう思う？ A.,Q.嘘についてどう思う？ A.なんであの冗談とかじゃなく出るよだって嘘言ってる俺のポイントはね
Q.オーニアについてどう思う？ A.,Q.オーニアについてどう思う？ A.30歳くらいの時はお前ともこうだから繁盛とかオーニアでもおもろいよ
Q.バーチャルYouTuberについてどう思う？ A.,Q.バーチャルYouTuberについてどう思う？ A.コロナだよなーいや、コロナだろー、クラスターだろーバーチャルYouTuberに映してるだろーってなんかもう、俺がコロナを作ったくらいになってたわちょっと
Q.モラデブについてどう思う？ A.,Q.モラデブについてどう思う？ A.バカにしないで私失敗はしませんよどういうことこれめちゃくちゃ怖いじゃん浮気してるのってこと身内から葬式に出ない自分の葬式にも出てほしくないと言われるまで言われ始めたモラデブ
Q.広瀬アリスについてどう思う？ A.,Q.広瀬アリスについてどう思う？ A.まあ、広瀬アリスだったら可愛いなとしみつ
Q.結婚披露宴についてどう思う？ A.,Q.結婚披露宴についてどう思う？ A.3月10日に生配信での結婚披露宴を行います
Q.職業カリスマについてどう思う？ A.,Q.職業カリスマについてどう思う？ A.プロフィールいいよ光る職業カリスマですだった気がするすごいなこれあれがいいね
Q.子供についてどう思う？ A.,Q.子供についてどう思う？ A.こうもつって言ったらこうもつってみんなこういうことなんだね子供をもつってこういうことなんだなって思った嬉しいよ
Q.最近についてどう思う？ A.,Q.最近についてどう思う？ A.最近さエクモってよく取り上げられてたよね。
Q.意味についてどう思う？ A.,Q.意味についてどう思う？ A.意味がマジでわからないんだけど。
Q.自由についてどう思う？ A.,Q.自由についてどう思う？ A.普通に自由にやって俺結構さダクソの123自由にやってなかった?
Q.味付けについてどう思う？ A.,Q.味付けについてどう思う？ A.オートミールはお好み焼きとピザで回してるけどうまい 味付け的に合いそうだねリゾットで食べてると味は美味しいんだよ
Q.トップバランスについてどう思う？ A.,Q.トップバランスについてどう思う？ A.これ飲まれてんじゃんウイルス性応援がめちゃくちゃ早いぞディグだとさあトップバランスを見てみようかあ
Q.バンチャー3についてどう思う？ A.,Q.バンチャー3についてどう思う？ A.大阪だとバンチャー3また置いてるぞ行きてえ
Q.ちくわについてどう思う？ A.,Q.ちくわについてどう思う？ A.これ俺がさ俺が見てるちくわちゃん
Q.転売目的についてどう思う？ A.,Q.転売目的についてどう思う？ A.今書材がどこにあるのかを知りたいわちなみにお前が転売目的で福袋パック開けてるの嫌なんだけどあのーYouTuberは転売目的の人いないと思う
Q.307についてどう思う？ A.,Q.307についてどう思う？ A.チラッと見せたらエイペックスでチャージライフル使ってて気持ちが良さそうだったからはぁーって言ってたはぁー307に血そぽブーム来てるの俺だけ?
Q.水道夜暇についてどう思う？ A.,Q.水道夜暇についてどう思う？ A.お風呂のその水使ってるんですか全然違う普通の水道夜暇だな俺暇カノエコの天体観測いいよね
Q.ショットガンボールについてどう思う？ A.,Q.ショットガンボールについてどう思う？ A.ここで何かを見つけられるはずだちなみに転身版の方も版て呼んでる俺間違えないようにチャーズは大津って呼んでるシールドを発見したショットガンボールと発見レベル
Q.紅白歌詞についてどう思う？ A.,Q.紅白歌詞についてどう思う？ A.顔すごい綺麗だなと思って鼻が高いよお前偉大な芸能人が出たのか紅白歌詞なんだ
Q.側面についてどう思う？ A.,Q.側面についてどう思う？ A.それだけのね人間でいられるっていうのは俺的にステータスだけどなでも多分そんな側面はあんまないと思う
Q.田舎者についてどう思う？ A.,Q.田舎者についてどう思う？ A.田舎者って基本的になんか、擦れてないじゃん。
Q.鬼道についてどう思う？ A.,Q.鬼道についてどう思う？ A.もう、鬼道から上は東京だと思ってた。
Q.高卒ニートについてどう思う？ A.,Q.高卒ニートについてどう思う？ A.みんな戦争やめようNO WAR!って言ってたら便乗かもしれないけどあの人当事者な気がするんだけどどっちかというとめちゃくちゃまあまあ当事者のイメージけおとさん25歳高卒ニートですがやる気あります
Q.ことについてどう思う？ A.,Q.ことについてどう思う？ A.だから仕方ないことはあるんだよな。
Q.レモンレモン層についてどう思う？ A.,Q.レモンレモン層についてどう思う？ A.めちゃくちゃいいぞあれすっ転んだ時のレモンレモン層どっちあれレモン層ちょっとどっちか分かんないけど多分レモン層むちゃくちゃいいよ
Q.自分についてどう思う？ A.,Q.自分についてどう思う？ A.愛のなんつーの告白を言ってんのまあそういうところだぞお前が女と付き合えねえのは自分で決めやっぱね
Q.2億円についてどう思う？ A.,Q.2億円についてどう思う？ A.超ドラマチックだろあの汚いおじさんが2億円払って呼び出したらどうする俺があの時のあの時のおじさんってなるかな一生友達でくれるよな頼むよ
Q.フォローについてどう思う？ A.,Q.フォローについてどう思う？ A.フォローしてるってしてない俺えっ俺おえちゃんフォロー俺おえちゃんフォローしてない俺おえちゃんフォローしてないの俺してなかったわなんのあれもないよ
Q.100についてどう思う？ A.,Q.100についてどう思う？ A.言われてたもん100%なら無理です
