original,generated
Q.根についてどう思う？ A.,Q.根についてどう思う？ A.そしたら俺は今なりに根に持ってなかったからね、三山を。
Q.隣についてどう思う？ A.,Q.隣についてどう思う？ A.別に隣の家でもいいんだよ
Q.反日についてどう思う？ A.,Q.反日についてどう思う？ A.シンガポール結構反日なんだどういう意外そうあれなんだよね
Q.ワンチャン20についてどう思う？ A.,Q.ワンチャン20についてどう思う？ A.さすがに18とかってさワンチャン20歳にも 見えないその理論だと親子連れと飲みに いけない
Q.顔出しについてどう思う？ A.,Q.顔出しについてどう思う？ A.お前の顔出ししてやった方が面白いぞお前の顔出ししてやった方が面白いぞそうじゃん
Q.動画についてどう思う？ A.,Q.動画についてどう思う？ A.ひとたま1000円のパチンコをフィリピンかなんかに打ちに行くみたいな動画見たよ
Q.10代についてどう思う？ A.,Q.10代についてどう思う？ A.俺的になんかたまにさ同じ空間に10代の男性とかさ
Q.ゲラウェイについてどう思う？ A.,Q.ゲラウェイについてどう思う？ A.バウアーがさゲラウェイって適当に走ってたの
Q.複数講演についてどう思う？ A.,Q.複数講演についてどう思う？ A.兄弟の通り無職人狼参加を希望いたしますエンジニアとして社会で複数講演している経験があるため顔出しには特に抵抗はありません
Q.英名についてどう思う？ A.,Q.英名についてどう思う？ A.英名かヨーロッパ系なのかな神話も絡んでるからあっちっぽいよね
Q.とこについてどう思う？ A.,Q.とこについてどう思う？ A.俺くっいいとこ引っ張ってきたな怖いけど5あんまいっか
Q.長友についてどう思う？ A.,Q.長友についてどう思う？ A.なんで童安入れないの長友も使わなくていい鎌田のとこ認まれからとか童安
Q.段階についてどう思う？ A.,Q.段階についてどう思う？ A.全部がレジェンドこの段階でこれセーブできてるよね
Q.桃鉄についてどう思う？ A.,Q.桃鉄についてどう思う？ A.するするするそれだけじゃ決まんねーじゃんそうあたりにしたらおめえ1日かかるだろVO3×2ヒカルは陣内と片手にして桃鉄しようって言ってたヒカルはなんか一回置いといて陣内さん
Q.距離についてどう思う？ A.,Q.距離についてどう思う？ A.俺本当に何されても仲良くならない 仲良くならないで優しくない人間て距離がすっごい遠いからそういう人優しくない
Q.フォアボールについてどう思う？ A.,Q.フォアボールについてどう思う？ A.どんそく左でなんかねフォアボール多い選手好きなんだよ
Q.一生平平についてどう思う？ A.,Q.一生平平についてどう思う？ A.俺もここで一生平平凡凡と暮らしていこうと思ってた矢先にYouTubeとかが伸び始めてそっちも辞めた気がする。
Q.言語についてどう思う？ A.,Q.言語についてどう思う？ A.みんなってやっぱさーゴミじゃん下手くそじゃんエピックスちゃんと俺がさ今何考えてるかっていうのを言語化してちょっとでもみんなが俺に近づけるように頑張るねはっきり言ってます
Q.日本語バージョンについてどう思う？ A.,Q.日本語バージョンについてどう思う？ A.椒さ日本語バージョン出してくれマジでこれなんで日本語バージョン出ないのMLB座椒マジでやりてぇよ
Q.釈迦についてどう思う？ A.,Q.釈迦についてどう思う？ A.釈迦こんぐらい吉田も見に行きたいなぁ行きたいんだけどね
Q.絶対点についてどう思う？ A.,Q.絶対点についてどう思う？ A.ストライクとボールのさはっきりしてるからねエンドランなんてマジでいらない普通にオーソドックスに攻めてれば絶対点取れるから行けユータじゃない方の回行けそうだね頭から帰れねえからね通るようおっ
Q.足についてどう思う？ A.,Q.足についてどう思う？ A.俺より足遅いんだからなんだろうね
Q.目についてどう思う？ A.,Q.目についてどう思う？ A.見た目より中身の方がいいんじゃない?
Q.ガソリンスタンド時給についてどう思う？ A.,Q.ガソリンスタンド時給についてどう思う？ A.そんなにもらえねえかなバイトでえでもガソリンスタンド時給高くない?
Q.グーについてどう思う？ A.,Q.グーについてどう思う？ A.おはようのグーしてあ、おはようのグーむん、おはようのグーは?
Q.時隣についてどう思う？ A.,Q.時隣についてどう思う？ A.34歳になったんだ時代をこうやって年取ってくんだなみんな今年35歳88年ハンカチ世代綺麗だねスモモンゲーム大会行った時隣から誰あのおじさん
Q.映像キャプチャーデバイスについてどう思う？ A.,Q.映像キャプチャーデバイスについてどう思う？ A.なんかタイタン倒したところがタイタン一旦消して映像キャプチャーデバイスでどっちだっけ
Q.チーマンについてどう思う？ A.,Q.チーマンについてどう思う？ A.顔で野球するのまさに同じ気持ちになりました顔で通したのほらチーマンとか切ってるんだから黙って数万切れバカ顔で通した顔通し問い
Q.無職側についてどう思う？ A.,Q.無職側についてどう思う？ A.もうなんか無職側がマジで大丈夫か心配なんか全然これ大丈夫かな
Q.無職についてどう思う？ A.,Q.無職についてどう思う？ A.人狼の基本的なルール見といてね人狼はこの中に無職が混じってます
Q.ハイパーゲーム大会についてどう思う？ A.,Q.ハイパーゲーム大会についてどう思う？ A.全然その配信外とかでもすごいそのハイパーゲーム大会でさ
Q.後退選手についてどう思う？ A.,Q.後退選手についてどう思う？ A.弱くでなんかもっとばちゃーんって言ってくれよビッグセーブです 監督の指示を受けてピッチに後退選手が投入されます
Q.井田賞についてどう思う？ A.,Q.井田賞についてどう思う？ A.ワイドなしを卒業するの誰が言うの俺は井田賞好きだったん抹茶の番組かと思った俺お前に会いたいしんで大阪からママチャレで真っ赤に向かって14歳で俺が交通払ってあげるよ
Q.レベルについてどう思う？ A.,Q.レベルについてどう思う？ A.ライジンとかのレベルのクオリティってことでしょ
Q.命中率についてどう思う？ A.,Q.命中率についてどう思う？ A.このジャブの命中率さらに上がるぞこんな雑魚を一ラウンドKOできないごめん
Q.日本時代についてどう思う？ A.,Q.日本時代についてどう思う？ A.こいつ38しかしてないのえげつなくない日本時代から少なかったけどさあ
Q.引っ越しについてどう思う？ A.,Q.引っ越しについてどう思う？ A.めちゃくちゃ詰められんの俺だからマジで引っ越しするときにそこってカイランバ回しますかって俺マジ聞いたんだよ
Q.最悪ディスミスについてどう思う？ A.,Q.最悪ディスミスについてどう思う？ A.最悪ディスミスでよかったかなんかアストラ忙しそうあ来る
Q.ログインについてどう思う？ A.,Q.ログインについてどう思う？ A.ログインしてくださいマジでそれムカつくわ本当にガチで言うなら俺本当に嫌いだから露骨に危険が悪くなるからねできねえんだよ
Q.鶴についてどう思う？ A.,Q.鶴についてどう思う？ A.ちょっと様子見今の実力で1位にはなれるからなんでこんなゲーム12時間持ってんですかマジでわからん楽しい回だ鶴目なんだ
Q.人差し指についてどう思う？ A.,Q.人差し指についてどう思う？ A.カメラモードが違ううい入れでごちゃになってるR2右手の人差し指だ
Q.最近についてどう思う？ A.,Q.最近についてどう思う？ A.今もあるんだ最近やってないからわかんないわまだ全然あるんだ
Q.絶対についてどう思う？ A.,Q.絶対についてどう思う？ A.もうやめた主婦じゃない喫水の無職無職かつニート見た目でバレる絶対いやこれバレるよ
Q.勝手についてどう思う？ A.,Q.勝手についてどう思う？ A.あのちゃんだって僕って言ってるんじゃないかお前ら勝手に使ってねーだけだよ共用してねーよ
Q.競馬についてどう思う？ A.,Q.競馬についてどう思う？ A.やめよいい加減マジでやめよ競馬やめよくだらねえじゃん
Q.程度適当についてどう思う？ A.,Q.程度適当についてどう思う？ A.ジャンルぐらいはいいよなジャンルぐらいはあのIT系ですとか不動産系ですとか公務員ですとかその辺はある程度適当にやろう無職が人狼
Q.メジャーリーガーについてどう思う？ A.,Q.メジャーリーガーについてどう思う？ A.さすがメジャーリーガーでもさちなみにこれがこのピッチャーすげーいいピッチャーじゃん
Q.100についてどう思う？ A.,Q.100についてどう思う？ A.絶対フォークボールが良いとこ 来たら100%安心するマジで100%
Q.話マスターについてどう思う？ A.,Q.話マスターについてどう思う？ A.すぐ俺はあのゲイゴーできるからでもこいつら2人に聞きたい俺をキャリできんのかって話マスターだのダブハンだの意気がってるけどお前
Q.誇張についてどう思う？ A.,Q.誇張についてどう思う？ A.初見オメガとか付いてるのは好きじゃないオメガとか付いてるのはあんまり好きじゃないあんまり誇張してる名前は好きじゃないシンプルなのが好き。
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.こんなになんでこっちが金払ってんだに無駄な人はさせるんだ
Q.ホームランについてどう思う？ A.,Q.ホームランについてどう思う？ A.ホームラン打たれても3点なんだからもうストライク先行で行こうぜうんしかもストライク返球だったね
Q.みんな人狼についてどう思う？ A.,Q.みんな人狼についてどう思う？ A.みんな人狼ができるのかなこいつズーム入れんのかよ
Q.金についてどう思う？ A.,Q.金についてどう思う？ A.そんな奴らの猛言聞くな金持ってようが金持ってなかろうが不倫は悪だぞ
Q.9時半についてどう思う？ A.,Q.9時半についてどう思う？ A.月曜日の9時半から12時半まで 知らないおばちゃん入ってくるけど泥棒じゃないんで安心してください予定は特に何もなしじっくり決める
Q.ジェットについてどう思う？ A.,Q.ジェットについてどう思う？ A.なあれジェットとジェットとかじゃねえとな避けられへんだよな
Q.ガードについてどう思う？ A.,Q.ガードについてどう思う？ A.ガードのやついらないかもしんないねとっちったよ
Q.鍵についてどう思う？ A.,Q.鍵についてどう思う？ A.リビングの扉がさ、開かないの鍵閉まってないのに意味わかんなくない?
Q.クッソについてどう思う？ A.,Q.クッソについてどう思う？ A.クッソうめえやべえ得してきただんだんこれね
Q.バカブスについてどう思う？ A.,Q.バカブスについてどう思う？ A.いやブスでもバカブスでも全然モテるから全然モテるからだからこそ俺は顔出ししてやってほしいんだよねだ
Q.木についてどう思う？ A.,Q.木についてどう思う？ A.ここちなみに俺フェニックス鬼だよじゃあジェット使うんだったらなんか他のキャラ使おうかななんか仲間がジェットてことは、木か?
Q.バウについてどう思う？ A.,Q.バウについてどう思う？ A.なんで嫌われてんのまずバウはあってなんで?
Q.時についてどう思う？ A.,Q.時についてどう思う？ A.こういう時はバランスがいいよなコントロール変化球ストレート
Q.左についてどう思う？ A.,Q.左についてどう思う？ A.まあでも、左もクソもねーけどな、もう。
Q.ノータイムについてどう思う？ A.,Q.ノータイムについてどう思う？ A.俺ノータイムかなかっきりキル間に合わなかったちくしょちゃんと移しといたぞ
Q.ことについてどう思う？ A.,Q.ことについてどう思う？ A.これ3Aで3割1分3で打ってるってこと?
Q.0点についてどう思う？ A.,Q.0点についてどう思う？ A.イケヌードバーオッケー超かたつえマジでここまで来たら0点に抑えようよ
Q.嘘今についてどう思う？ A.,Q.嘘今についてどう思う？ A.こっちに嘘今これ左に打ってからの右サイドこれ結構黄金のルートだったのに俺の黄金なるルートだったのにな
Q.配当についてどう思う？ A.,Q.配当についてどう思う？ A.本当にその配当 いいカメラと何だったっけな でもね
Q.後ろについてどう思う？ A.,Q.後ろについてどう思う？ A.どうせイクイノックスなんだろうな後ろ目からの展開?
Q.ハンドハンドマスターについてどう思う？ A.,Q.ハンドハンドマスターについてどう思う？ A.俺のハンドも今のハンドハンドマスターの俺みたいなもん邪魔だよ
Q.青信号についてどう思う？ A.,Q.青信号についてどう思う？ A.青信号になるたびに俺に感謝して渡れあれ渡らしてるの俺だよ
Q.1対9についてどう思う？ A.,Q.1対9についてどう思う？ A.絶対サネくるやってんだよどうしたのか誰もいない1対9ファイ倒れてくれよ
Q.123についてどう思う？ A.,Q.123についてどう思う？ A.このタイミングで赤嘘なきたかったなこれ初途中どう思おう切るなら飛んか急走残す残すかなるほど123うわー
Q.あと今ニコについてどう思う？ A.,Q.あと今ニコについてどう思う？ A.あと今ニコ生で、打体界隈というものがあってガチで問題になってる。
Q.パンパン1についてどう思う？ A.,Q.パンパン1についてどう思う？ A.後回しにしようって言ってたのが6月中にやらなきゃいけないことがあってパンパンやのパンパン1個ずつやっていこう1個ずつやろうそうだ
Q.自分についてどう思う？ A.,Q.自分についてどう思う？ A.まあ他人の時差がどうでもいいからマジで自分がしたかったそれはいいんじゃね
Q.3万円についてどう思う？ A.,Q.3万円についてどう思う？ A.なんだかんだで3万円ぐらいかな?
Q.1球についてどう思う？ A.,Q.1球についてどう思う？ A.まだ撃てるたま1球も来てない。
Q.人についてどう思う？ A.,Q.人についてどう思う？ A.ほんとに俺こういう人が好きいくらでもフテクされることできる じゃん落ち込んでるフリすらしない
Q.体心配についてどう思う？ A.,Q.体心配についてどう思う？ A.本当に子供マジで子供だと思った子供できたらこういうこと言わ れるんだろうなっていうふうに思ってマジでいきなりだよ体心配して 電話してんだよ
Q.楽しんごうについてどう思う？ A.,Q.楽しんごうについてどう思う？ A.楽しんごうなやつどれいついつのツイートをマジ今からリツイートするわリツイートして固定ツイートしていくわ友達にも紙だけどめっちゃ吐き切るやついる
Q.風呂についてどう思う？ A.,Q.風呂についてどう思う？ A.最初ちょっと力、ちょっと力入れてたらグーってちょっと風呂入ってくるわすっげぇ入った気がする
Q.ホームランボールについてどう思う？ A.,Q.ホームランボールについてどう思う？ A.山田テストのホームランボールを子供からおっさんが奪った件について 見たよ
Q.風装についてどう思う？ A.,Q.風装についてどう思う？ A.予期せぬこれはどうするこれリランゾーと風装引いた時のさ ダメージでかくない?
Q.爆音具についてどう思う？ A.,Q.爆音具についてどう思う？ A.殺された爆音具はアメリカ勝ったな、ちゃんと何かあったら教えてもらえますか?
Q.広告についてどう思う？ A.,Q.広告についてどう思う？ A.いかんせんやったことがないから広告流れたら流れたよって言ってね
Q.追想についてどう思う？ A.,Q.追想についてどう思う？ A.なんで一生懸命やってんのにマナー悪いとか言わなきゃ意味わかんないてめえ役も上がんぞあんま調子こいてやった怖いんだろ俺の追想が俺本番でも溜め論すっかね
Q.空空についてどう思う？ A.,Q.空空についてどう思う？ A.空空 マジでシカトコいてるやん猫たちがいなかったらさ
Q.運についてどう思う？ A.,Q.運についてどう思う？ A.でもスペインかドイツどっちかに運を勝てればっていうこれゴンだ
Q.収益豪豪についてどう思う？ A.,Q.収益豪豪についてどう思う？ A.音楽でいいですツイッチって収益豪豪だよね
Q.時給についてどう思う？ A.,Q.時給についてどう思う？ A.時給も高いし接客も学べてきついよ
Q.結婚式についてどう思う？ A.,Q.結婚式についてどう思う？ A.好きでも嫌いでもねえからさ白黄土と電通の違いがわかんない電通の人の結婚式に出た時になんか俺にも最近さこんなさみんなさこんな案件ばらまいてんだったらさ
Q.水緊張についてどう思う？ A.,Q.水緊張についてどう思う？ A.どんなの1500人ぐらいじゃないでもほとんどこれこれお客さんだよ 1500人って言っても1ミリも記事じゃなかったそういうのって水緊張してるじゃんぐらいがあれいなかった1000人も何人ぐらいだっけ
Q.中3についてどう思う？ A.,Q.中3についてどう思う？ A.親族俺が中3の時に親父にしてた 絡み方されたのね
Q.シェア主人キーについてどう思う？ A.,Q.シェア主人キーについてどう思う？ A.3連鎖目でシェア主人 キーモだよもう一人連れてきてもよかったんだけどね
Q.気についてどう思う？ A.,Q.気についてどう思う？ A.女性の呼び方気をつけるように教育される
Q.直接についてどう思う？ A.,Q.直接についてどう思う？ A.「おめえから直接じゃねえとあれだけど…」
Q.髪型についてどう思う？ A.,Q.髪型についてどう思う？ A.これだったの一時期今最近の沢村の髪型
Q.今年38についてどう思う？ A.,Q.今年38についてどう思う？ A.とんでもない人気でした俺の10個下いや9個下かな今年29だから大谷と藤並は俺今年38だからさ大谷さんもう29歳になったんだ
Q.明日坂本についてどう思う？ A.,Q.明日坂本についてどう思う？ A.明日坂本に行ったらねちょっとさ65歳のさ
Q.猫についてどう思う？ A.,Q.猫についてどう思う？ A.犬と猫はなんか仲いいっていうかね
Q.レアイベントについてどう思う？ A.,Q.レアイベントについてどう思う？ A.頼むぜ大丈夫だしもう食っとけじゃあ今食うわうわー苦しいそれレアイベントの交換
Q.89についてどう思う？ A.,Q.89についてどう思う？ A.89こんぐらい来てるわ別に働いてる人もさ写真も送ってね
Q.ブーバー気持ちについてどう思う？ A.,Q.ブーバー気持ちについてどう思う？ A.なんでこうやってなってるかというと 岸田が税金あげてっから俺こうなってもらったはっはっは優しくできねえブーバー気持ちを図るよ
Q.人ごめんについてどう思う？ A.,Q.人ごめんについてどう思う？ A.この人ごめん選ばないけどこのプロフィール素晴らしいから読みまして1985年生まれた加藤さんのためです
Q.断言についてどう思う？ A.,Q.断言についてどう思う？ A.俺これだけは断言しておくわダソクが一番優しいよ
Q.毎回イライラについてどう思う？ A.,Q.毎回イライラについてどう思う？ A.俺ストアの生き方が分かんなかったの俺毎回イライラすんだ改善しろよ
Q.犬についてどう思う？ A.,Q.犬についてどう思う？ A.これどうしよう強いよあれだねよっちゃん犬出したほうがいいね多分そのほうが行く勝った
Q.全部資産管理についてどう思う？ A.,Q.全部資産管理についてどう思う？ A.プラマイゼロでいいからさ俺そう金転がすのに向いてなくてお金に頓着がなさすぎて俺お姉ちゃんに全部資産管理してもらってるからさ才能がないんだよね
Q.粒ぞろいについてどう思う？ A.,Q.粒ぞろいについてどう思う？ A.あのね結構粒ぞるやんかねマジで結構粒ぞろいなんだよね
Q.ゲージについてどう思う？ A.,Q.ゲージについてどう思う？ A.弱っ俺の知らないゲージ出てきたんだけど俺の知らないゲージ出てきてるって
Q.顔についてどう思う？ A.,Q.顔についてどう思う？ A.顔変わっちゃうのかなマジでいい?
Q.15についてどう思う？ A.,Q.15についてどう思う？ A.売上の15%しか利益にならないとも言えますがJRへの場合はその売上規模から考えれば爆弾な額になることがわかります
Q.適当についてどう思う？ A.,Q.適当についてどう思う？ A.死のうとして適当にやってねえよもう飽きないで謝る
Q.気持ちについてどう思う？ A.,Q.気持ちについてどう思う？ A.一人がいたほうがいいな一人でいいんじゃない二人っきりでいいんじゃない意味ないよがめっちゃ聞いてるいやね多分ねー気持ちがわかるそれでく
Q.評価についてどう思う？ A.,Q.評価についてどう思う？ A.【コンピュータを見てない人とリプレイしていない人とリプレイしていない人について書いた問題戦】でも俺さぁ冷静に俺ラーメンとカレーとハンバーグはさぁ俺正当な評価できねーよ
Q.もとミュウツーについてどう思う？ A.,Q.もとミュウツーについてどう思う？ A.なんじゃもとミュウツーにしろよミュウツー持って270万ぐらいでやるやつ
Q.最初嫌いについてどう思う？ A.,Q.最初嫌いについてどう思う？ A.最初嫌いでちょっと仲悪かったんだけどいつの間にか恋に落ちてたでたまたま隣に引っ越して来てた
Q.パングギターについてどう思う？ A.,Q.パングギターについてどう思う？ A.パングギターんつけたんつけたんつけたんつけたんでこんだと俺はこの筋トレをやめない効率が落ちてるぞ順なんていうコメントは無視効率なんてクソくらいだ何かいいスキルねえかなぁ
Q.リアルについてどう思う？ A.,Q.リアルについてどう思う？ A.あ入んねえかうそやろなんかよりリアルなあー
Q.13年についてどう思う？ A.,Q.13年についてどう思う？ A.よく考えたらパソコン持ってませんでしたお手すりかけてすいません37歳無職無職歴13年いやー
Q.3倍についてどう思う？ A.,Q.3倍についてどう思う？ A.1.3倍か100万かけて30万高級クラブで飲んだってことにしよう楽しかった!
Q.12分についてどう思う？ A.,Q.12分についてどう思う？ A.チンポン見られたてか余裕やろあれ持ってこよう もう12分には12分に話した染まってねーオース世界のチャンピオンやべ
Q.フェンダーについてどう思う？ A.,Q.フェンダーについてどう思う？ A.ちゃんとオフェオフェンダーもさ ディフェンダーとオフェンダーなんでそこ抜かれんだよ
Q.奴全員シカトについてどう思う？ A.,Q.奴全員シカトについてどう思う？ A.俺もシカトしていいんだと思ってうぜえ奴全員シカトして働いてたらすげえ職場関係良くなってそれで悩みが減ってった。
Q.数マンについてどう思う？ A.,Q.数マンについてどう思う？ A.チーピン残した方が良かった土田先生は7から切れって言ってたよ怒りの怒りの数マン切りこれ怒れる数マン切りって呼んで怒りのチーピン切りだせえなお前まぁいいんだ
Q.タイトル名前についてどう思う？ A.,Q.タイトル名前についてどう思う？ A.こういう時だろうがなんで言わないのあれ昨日のFFのタイトル名前なんつったっけ
Q.スライダー移動決についてどう思う？ A.,Q.スライダー移動決についてどう思う？ A.もう一回頑張れ大谷いいバッターだよ フレッチャーの弟それよやっとスライダー移動決
Q.記念日についてどう思う？ A.,Q.記念日についてどう思う？ A.今日なんか記念日みたいなラーメン食ってる時にってこと それはヒカキンずるいわじゃあ今から味噌菌食べます
Q.サイトなか設置についてどう思う？ A.,Q.サイトなか設置についてどう思う？ A.�にどんだからサイトなか設置でよかったん アラームボート展開遊びたいのか
Q.ホタカについてどう思う？ A.,Q.ホタカについてどう思う？ A.今ね分かるよ分かる分かる一緒に飲み行こうかな山川入れない一緒にされたくないホタカと山川山川
Q.結婚についてどう思う？ A.,Q.結婚についてどう思う？ A.今お前が結婚できないことが確定したわ気になんでいいだろ別に俺より可愛い女と結婚すんじゃねーよって別物なんだよ
Q.2試合一応についてどう思う？ A.,Q.2試合一応についてどう思う？ A.これなしに2試合一応なでも1試合でお腹いっぱいになったら1試合で終わるでよろしくお願いします
Q.ループシュートについてどう思う？ A.,Q.ループシュートについてどう思う？ A.そのボールを必死に追いに行けよくったばすぞお前痛み分けだなんかコストリが真ん中開くねちょっと待って今の何今何した俺今何が起きた何でループシュートになっちゃった
Q.動画についてどう思う？ A.,Q.動画についてどう思う？ A.でも動画上げてたからね1000人くらいはいたんじゃないかな
Q.最後についてどう思う？ A.,Q.最後についてどう思う？ A.もろみていに最後の力取っておかなきゃいけない孫の彼氏があんかアイツやれるよとか俺の最後それで死んでもいい最後にぶっ飛ばす力取っておくわ俺マジでぶっ飛ばすよ
Q.スパーリングについてどう思う？ A.,Q.スパーリングについてどう思う？ A.まぁ地道にスパーリングとかだよねーいやかつあげどんどんされたいんだけどさぁ カツアゲしてくんないんだよ
Q.2ヶ月についてどう思う？ A.,Q.2ヶ月についてどう思う？ A.2ヶ月ぐらいじゃない1半年とか1年 ぐらい間が空いてるってことでしょ
Q.闇落ちについてどう思う？ A.,Q.闇落ちについてどう思う？ A.闇落ちした闇落ちミリオンちなみにミリオンはCSGOちゃんとするえーやってたんだ
Q.東京実家についてどう思う？ A.,Q.東京実家についてどう思う？ A.4022年間ありがとう東京実家つってもあれだよ実家の方に家建てて親父と一緒に暮らそうかな
Q.入社1年についてどう思う？ A.,Q.入社1年についてどう思う？ A.入社1年目の奴に優しくできない奴なんてシカトでいいじゃん。
Q.髪型についてどう思う？ A.,Q.髪型についてどう思う？ A.髪型と眉毛変えたらなんか男ってモテるからさ
Q.奴についてどう思う？ A.,Q.奴についてどう思う？ A.同じような問題を抱えている奴に聞いてみるのがいいだろう
Q.EAFCエレクトリカルアーツについてどう思う？ A.,Q.EAFCエレクトリカルアーツについてどう思う？ A.絶対ね、そんなありえねーよなえ名前変わるの?なんて名前になるのなんて名前になるのEAFCエレクトリカルアーツFCなんで?
Q.sliceブラッシュゲーミングについてどう思う？ A.,Q.sliceブラッシュゲーミングについてどう思う？ A.ラスは信用できない信じられないのはラスだけ信用できない信用するよ信用できないのはラスだけ信用できる唯一な sliceブラッシュゲーミングに引き抜こうそろそろね
Q.8時間についてどう思う？ A.,Q.8時間についてどう思う？ A.今じゃ無理だねよくも寝てねーっつってんだから寝てねーだろ 俺だって言い張ったことあるぞちょっと8時間目つぶってくるつって何の時だっけなぁ
Q.ベックス動きについてどう思う？ A.,Q.ベックス動きについてどう思う？ A.俺がキャリーさせられたと思ってもされてきたと思ってもまたこの洞窟だよエーベックス動き早くね?
Q.無職についてどう思う？ A.,Q.無職についてどう思う？ A.あの無職だけで正直めちゃくちゃあのねいやこれまじでネタバレになっちまうまじでこれ本当にいやこれじゃあこの人を別に出さなきゃいいのかいやこれ無職じゃねえだろみたいなさ
Q.白についてどう思う？ A.,Q.白についてどう思う？ A.俺的には白全然白だって別に法的には何の問題もないじゃん
Q.冷凍ペペロンチーノについてどう思う？ A.,Q.冷凍ペペロンチーノについてどう思う？ A.生地が固まったら生地を丸めます冷凍ペペロンチーノおいしい
Q.大谷大谷についてどう思う？ A.,Q.大谷大谷についてどう思う？ A.今年打率もいいな小兵、大谷大谷いや
Q.丸二日間についてどう思う？ A.,Q.丸二日間についてどう思う？ A.エアコン の水溜めるんだけどここにそれが外れてて丸二日間水が流しっぱなし だっ
Q.ソウズについてどう思う？ A.,Q.ソウズについてどう思う？ A.ソウズの本一かこれウーマン切るわいや
Q.金玉についてどう思う？ A.,Q.金玉についてどう思う？ A.よかったよかったよかったでかいよどれぐらいででかいかってスタンの金玉ぐらいでかい超でかいでしょ
Q.アパレルクについてどう思う？ A.,Q.アパレルクについてどう思う？ A.アパレルクになってんだぞ俺がなぁ
Q.キープについてどう思う？ A.,Q.キープについてどう思う？ A.みんな浮かした嬉しい俺浮かしてるちょっと待って浮かしたかまだとてもじゃないけどキープできないね
Q.トップページについてどう思う？ A.,Q.トップページについてどう思う？ A.ここじゃないここじゃないんだトップページかどこトップページなんだ
Q.30年間についてどう思う？ A.,Q.30年間についてどう思う？ A.ベストホームランだったんだけど 正直あれ多分俺の30年間の野球史上あれ一番のホームランあれ以上のホームラン俺見た ことがないホームランだったあれが人類史上一番のホームラン
Q.家族についてどう思う？ A.,Q.家族についてどう思う？ A.これかこれだ家族を大事にするコミュニティやぞ【コメント】
Q.2キルについてどう思う？ A.,Q.2キルについてどう思う？ A.なんとか2キル取るわがんばってあれ間違えたくそほど役にもたってないうわ
Q.ダウンロードについてどう思う？ A.,Q.ダウンロードについてどう思う？ A.これこれでゲームやりながらだとさダウンロード遅くなるかなたぶん遅くなるよね
Q.隣についてどう思う？ A.,Q.隣についてどう思う？ A.ノリのいいジジイが隣だからさすげー気が楽でさ岡
Q.10についてどう思う？ A.,Q.10についてどう思う？ A.もう今年で10歳よ、あんたどうするの?鼻。
Q.大谷本当についてどう思う？ A.,Q.大谷本当についてどう思う？ A.まあでも大谷本当にメンタル強いよね
Q.身長についてどう思う？ A.,Q.身長についてどう思う？ A.お前がさすがにきつすぎるリアルで面白いタイプやなそれか 収入が低いか身長が低いか実家済みこれは偏見だけど3つに当てはまる 奴がこんな子をめちゃくちゃボコボコに叩かれてんじゃん
Q.村上についてどう思う？ A.,Q.村上についてどう思う？ A.村上お前だけだぞ後は帰るかな
Q.踊りについてどう思う？ A.,Q.踊りについてどう思う？ A.ほんで SnapUpの Rotaryっぽい踊りが好評だったクラブに付いてくれアスク
Q.結婚相談についてどう思う？ A.,Q.結婚相談についてどう思う？ A.結婚相談上の案件がなんか受けた時に別にまあその結婚しなくても子供欲しいんですよね
Q.美容についてどう思う？ A.,Q.美容についてどう思う？ A.俺は美容院建てるのマジで夢だったんだ
Q.大谷翔平についてどう思う？ A.,Q.大谷翔平についてどう思う？ A.大谷翔平との対戦に対して打てると自信を見せる。
Q.余裕メインコンテンツについてどう思う？ A.,Q.余裕メインコンテンツについてどう思う？ A.みんなで出し合おう ねジュンスタグラム作ろうかな俺以外はみんな有料政治的発言のも全然余裕メインコンテンツは政治と宗教と野球なんだかあの広雪のやつに移行 しようぜペンギンクラブだっけ
Q.エキサイティングシートについてどう思う？ A.,Q.エキサイティングシートについてどう思う？ A.vezesあっぶな撮ってあってこれこれ撮ってあって無理かwbc エキサイティングシートってどういう コネクションかとメッツのオーナーが見に来てるへそうなんだエキサイティングシートって多分あれだよね
Q.ゴールデングラブ賞についてどう思う？ A.,Q.ゴールデングラブ賞についてどう思う？ A.今年のゴールデングラブ賞誰だと思う日本のオールスターってそろそろじゃないあれ
Q.能力についてどう思う？ A.,Q.能力についてどう思う？ A.あんまり俺を怒らせるなナデジコジャパンも使えるんだ日本の能力って上がってんの上がってないんだ
Q.形についてどう思う？ A.,Q.形についてどう思う？ A.今俺はサッカーってイメージを形に変えるスポーツだからこんな曲がんねえなもうちょいキワキワ狙うかこれマジでビタこれマジビタ21メーターこんぐらいいくあー止められるか
Q.貯金についてどう思う？ A.,Q.貯金についてどう思う？ A.小さいことをコツコツと積み上げていたらいずれそれが大きいことになるから1つずつ1つずつやっていこう花火の貯金も忘れてたあれなんだよ
Q.毎回視聴についてどう思う？ A.,Q.毎回視聴についてどう思う？ A.毎回視聴者にそうしよう2人に絞ってくださいでもそしたら拒否られたらあれだもんないや本人たちだとさシステム的にもう無理なんだよね
Q.野球選手についてどう思う？ A.,Q.野球選手についてどう思う？ A.完璧まあでも若いうちは別にいいと思うけどなそれぐらいやんちゃのほうが野球選手っぽくていいちょっと大谷翔平はさ特例だよね
